N3,N4,N2,Distância,Ângulo,Label
-54,-64,-49,30,120,30_120
-56,-66,-50,30,120,30_120
-54,-65,-50,30,120,30_120
-54,-65,-50,30,120,30_120
-54,-65,-49,30,120,30_120
-54,-68,-50,30,120,30_120
-54,-66,-49,30,120,30_120
-54,-65,-50,30,120,30_120
-54,-66,-51,30,120,30_120
-54,-65,-50,30,120,30_120
-55,-65,-50,30,120,30_120
-54,-65,-49,30,120,30_120
-54,-65,-50,30,120,30_120
-54,-65,-49,30,120,30_120
-54,-65,-50,30,120,30_120
-55,-65,-50,30,120,30_120
-54,-66,-50,30,120,30_120
-55,-65,-50,30,120,30_120
-54,-65,-51,30,120,30_120
-53,-65,-50,30,120,30_120
-54,-64,-50,30,120,30_120
-55,-64,-51,30,120,30_120
-54,-64,-56,30,120,30_120
-54,-64,-49,30,120,30_120
-54,-64,-50,30,120,30_120
-54,-64,-49,30,120,30_120
-55,-63,-52,30,120,30_120
-54,-64,-49,30,120,30_120
-54,-64,-49,30,120,30_120
-54,-63,-48,30,120,30_120
-54,-65,-49,30,120,30_120
-54,-65,-50,30,120,30_120
-55,-64,-49,30,120,30_120
-54,-64,-50,30,120,30_120
-54,-65,-48,30,120,30_120
-54,-65,-49,30,120,30_120
-55,-64,-48,30,120,30_120
-54,-64,-49,30,120,30_120
-54,-65,-49,30,120,30_120
-57,-64,-52,30,150,30_150
-57,-66,-53,30,150,30_150
-57,-64,-50,30,150,30_150
-58,-66,-52,30,150,30_150
-60,-65,-53,30,150,30_150
-60,-64,-52,30,150,30_150
-58,-63,-52,30,150,30_150
-57,-65,-51,30,150,30_150
-59,-65,-51,30,150,30_150
-59,-65,-52,30,150,30_150
-59,-65,-52,30,150,30_150
-58,-66,-53,30,150,30_150
-58,-64,-54,30,150,30_150
-57,-64,-51,30,150,30_150
-56,-63,-51,30,150,30_150
-58,-65,-50,30,150,30_150
-59,-66,-51,30,150,30_150
-61,-67,-52,30,150,30_150
-61,-68,-52,30,150,30_150
-56,-68,-50,30,150,30_150
-57,-64,-52,30,150,30_150
-59,-65,-51,30,150,30_150
-56,-65,-51,30,150,30_150
-59,-64,-52,30,150,30_150
-58,-63,-51,30,150,30_150
-58,-64,-51,30,150,30_150
-57,-64,-51,30,150,30_150
-58,-63,-51,30,150,30_150
-57,-65,-52,30,150,30_150
-56,-65,-51,30,150,30_150
-56,-65,-51,30,150,30_150
-56,-65,-51,30,150,30_150
-57,-65,-51,30,150,30_150
-56,-65,-52,30,150,30_150
-56,-68,-52,30,150,30_150
-57,-64,-50,30,150,30_150
-55,-64,-50,30,150,30_150
-57,-65,-53,30,150,30_150
-58,-63,-51,30,150,30_150
-56,-64,-50,30,150,30_150
-57,-65,-51,30,150,30_150
-57,-64,-50,30,150,30_150
-57,-64,-52,30,150,30_150
-56,-62,-52,30,150,30_150
-56,-63,-52,30,150,30_150
-56,-63,-51,30,150,30_150
-55,-63,-51,30,150,30_150
-56,-63,-51,30,150,30_150
-57,-63,-52,30,150,30_150
-56,-63,-51,30,150,30_150
-56,-63,-50,30,150,30_150
-57,-64,-52,30,150,30_150
-57,-64,-51,30,150,30_150
-57,-63,-51,30,150,30_150
-57,-63,-52,30,150,30_150
-57,-64,-49,30,150,30_150
-57,-64,-51,30,150,30_150
-57,-63,-52,30,150,30_150
-59,-64,-53,30,150,30_150
-57,-63,-50,30,150,30_150
-57,-63,-52,30,150,30_150
-57,-63,-53,30,150,30_150
-56,-64,-52,30,150,30_150
-57,-64,-52,30,150,30_150
-57,-64,-51,30,150,30_150
-58,-64,-51,30,150,30_150
-56,-64,-52,30,150,30_150
-56,-64,-52,30,150,30_150
-58,-63,-53,30,150,30_150
-57,-63,-54,30,150,30_150
-57,-64,-51,30,150,30_150
-57,-65,-51,30,150,30_150
-57,-65,-50,30,150,30_150
-58,-64,-51,30,150,30_150
-60,-63,-52,30,150,30_150
-60,-64,-52,30,150,30_150
-58,-66,-50,30,150,30_150
-57,-64,-52,30,150,30_150
-59,-66,-51,30,150,30_150
-59,-65,-51,30,150,30_150
-59,-64,-52,30,150,30_150
-58,-63,-51,30,150,30_150
-58,-65,-51,30,150,30_150
-57,-65,-51,30,150,30_150
-56,-65,-51,30,150,30_150
-58,-65,-52,30,150,30_150
-59,-66,-51,30,150,30_150
-61,-64,-51,30,150,30_150
-61,-64,-51,30,150,30_150
-56,-63,-51,30,150,30_150
-57,-65,-52,30,150,30_150
-59,-66,-52,30,150,30_150
-56,-67,-50,30,150,30_150
-59,-68,-50,30,150,30_150
-58,-68,-53,30,150,30_150
-58,-64,-51,30,150,30_150
-57,-65,-50,30,150,30_150
-58,-65,-51,30,150,30_150
-57,-64,-50,30,150,30_150
-56,-63,-52,30,150,30_150
-57,-71,-51,30,180,30_180
-56,-72,-51,30,180,30_180
-57,-72,-52,30,180,30_180
-55,-70,-51,30,180,30_180
-58,-69,-50,30,180,30_180
-56,-70,-50,30,180,30_180
-55,-70,-50,30,180,30_180
-56,-70,-50,30,180,30_180
-56,-70,-50,30,180,30_180
-55,-70,-52,30,180,30_180
-55,-71,-50,30,180,30_180
-55,-71,-58,30,180,30_180
-56,-71,-50,30,180,30_180
-55,-71,-51,30,180,30_180
-55,-69,-51,30,180,30_180
-54,-69,-50,30,180,30_180
-54,-70,-51,30,180,30_180
-55,-70,-52,30,180,30_180
-57,-71,-51,30,180,30_180
-55,-70,-50,30,180,30_180
-56,-70,-51,30,180,30_180
-57,-66,-51,30,180,30_180
-55,-70,-51,30,180,30_180
-55,-71,-51,30,180,30_180
-55,-71,-50,30,180,30_180
-55,-71,-51,30,180,30_180
-57,-70,-50,30,180,30_180
-56,-71,-51,30,180,30_180
-56,-70,-51,30,180,30_180
-56,-70,-50,30,180,30_180
-57,-71,-52,30,180,30_180
-56,-70,-50,30,180,30_180
-55,-70,-52,30,180,30_180
-55,-71,-51,30,180,30_180
-55,-72,-50,30,180,30_180
-55,-71,-51,30,180,30_180
-56,-72,-51,30,180,30_180
-54,-72,-50,30,180,30_180
-55,-73,-51,30,180,30_180
-55,-71,-50,30,180,30_180
-56,-71,-50,30,180,30_180
-56,-71,-50,30,180,30_180
-55,-72,-50,30,180,30_180
-55,-71,-50,30,180,30_180
-56,-71,-50,30,180,30_180
-56,-71,-49,30,180,30_180
-56,-72,-51,30,180,30_180
-55,-71,-50,30,180,30_180
-55,-70,-49,30,180,30_180
-55,-72,-51,30,180,30_180
-56,-71,-50,30,180,30_180
-55,-71,-50,30,180,30_180
-55,-71,-50,30,180,30_180
-56,-72,-49,30,180,30_180
-57,-71,-51,30,180,30_180
-56,-72,-51,30,180,30_180
-57,-72,-49,30,180,30_180
-55,-71,-50,30,180,30_180
-58,-70,-50,30,180,30_180
-56,-71,-48,30,180,30_180
-55,-70,-50,30,180,30_180
-56,-71,-49,30,180,30_180
-56,-71,-51,30,180,30_180
-55,-71,-51,30,180,30_180
-55,-71,-52,30,180,30_180
-55,-71,-51,30,180,30_180
-56,-71,-50,30,180,30_180
-55,-71,-50,30,180,30_180
-55,-71,-50,30,180,30_180
-54,-74,-50,30,180,30_180
-54,-71,-50,30,180,30_180
-55,-71,-52,30,180,30_180
-57,-72,-50,30,180,30_180
-55,-72,-58,30,180,30_180
-56,-70,-50,30,180,30_180
-57,-69,-51,30,180,30_180
-55,-70,-51,30,180,30_180
-55,-70,-50,30,180,30_180
-55,-70,-51,30,180,30_180
-55,-70,-52,30,180,30_180
-57,-70,-51,30,180,30_180
-56,-71,-50,30,180,30_180
-56,-71,-51,30,180,30_180
-56,-71,-51,30,180,30_180
-57,-71,-51,30,180,30_180
-56,-69,-51,30,180,30_180
-55,-69,-50,30,180,30_180
-55,-70,-51,30,180,30_180
-55,-70,-50,30,180,30_180
-55,-71,-51,30,180,30_180
-56,-70,-51,30,180,30_180
-54,-70,-50,30,180,30_180
-55,-66,-52,30,180,30_180
-55,-70,-50,30,180,30_180
-56,-71,-52,30,180,30_180
-56,-71,-51,30,180,30_180
-55,-71,-50,30,180,30_180
-55,-70,-51,30,180,30_180
-56,-71,-51,30,180,30_180
-56,-71,-51,30,180,30_180
